ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
33F3,BEL,IIA,3B2,BT2,NONE,O15M,2010,24,4,NONE,BEAM,80-89,1
34F1,BEL,IIA,3B2,BT2,NONE,O15M,2010,60,4,NONE,BEAM,80-89,1
34F2,BEL,IIA,3B2,BT2,NONE,O15M,2010,34,4,NONE,BEAM,80-89,1
35F1,BEL,IIA,3B2,BT2,NONE,O15M,2010,44,4,NONE,BEAM,80-89,1
36F0,BEL,IIA,3B2,BT2,NONE,O15M,2010,20,4,NONE,BEAM,80-89,1
37F0,BEL,IIA,3B2,BT2,NONE,O15M,2010,30,4,NONE,BEAM,80-89,1
37F7,DEU,IIA,3B2,BT1,NONE,O15M,2010,16,4,NONE,BEAM,>=120,1
35F4,DEU,IIA,3B2,BEAM,NONE,O15M,2010,164,4,NONE,BEAM,16-31,1
35F5,DEU,IIA,3B2,BEAM,NONE,O15M,2010,22,4,NONE,BEAM,16-31,1
36F5,DEU,IIA,3B2,BEAM,NONE,O15M,2010,60,4,NONE,BEAM,16-31,1
36F6,DEU,IIA,3B2,BEAM,NONE,O15M,2010,955,4,NONE,BEAM,16-31,1
36F7,DEU,IIA,3B2,BEAM,NONE,O15M,2010,2557,4,NONE,BEAM,16-31,1
36F8,DEU,IIA,3B2,BEAM,NONE,O15M,2010,4726,4,NONE,BEAM,16-31,1
37F2,DEU,IIA,3B2,BEAM,NONE,O15M,2010,61,4,NONE,BEAM,16-31,1
37F7,DEU,IIA,3B2,BEAM,NONE,O15M,2010,5039,4,NONE,BEAM,16-31,1
37F8,DEU,IIA,3B2,BEAM,NONE,O15M,2010,8359,4,NONE,BEAM,16-31,1
38F6,DEU,IIA,3B2,BEAM,NONE,O15M,2010,130,4,NONE,BEAM,16-31,1
38F7,DEU,IIA,3B2,BEAM,NONE,O15M,2010,3408,4,NONE,BEAM,16-31,1
38F8,DEU,IIA,3B2,BEAM,NONE,O15M,2010,2765,4,NONE,BEAM,16-31,1
39F7,DEU,IIA,3B2,BEAM,NONE,O15M,2010,744,4,NONE,BEAM,16-31,1
39F8,DEU,IIA,3B2,BEAM,NONE,O15M,2010,323,4,NONE,BEAM,16-31,1
32F2,DEU,IIA,3B2,BT2,NONE,O15M,2010,560,4,NONE,BEAM,80-89,1
33F2,DEU,IIA,3B2,BT2,NONE,O15M,2010,2153,4,NONE,BEAM,80-89,1
33F3,DEU,IIA,3B2,BT2,NONE,O15M,2010,14,4,NONE,BEAM,80-89,1
34F3,DEU,IIA,3B2,BT2,NONE,O15M,2010,14,4,NONE,BEAM,80-89,1
34F4,DEU,IIA,3B2,BT2,NONE,O15M,2010,24,4,NONE,BEAM,80-89,1
35F2,DEU,IIA,3B2,BT2,NONE,O15M,2010,3,4,NONE,BEAM,80-89,1
35F3,DEU,IIA,3B2,BT2,NONE,O15M,2010,74,4,NONE,BEAM,80-89,1
35F4,DEU,IIA,3B2,BT2,NONE,O15M,2010,78,4,NONE,BEAM,80-89,1
35F5,DEU,IIA,3B2,BT2,NONE,O15M,2010,68,4,NONE,BEAM,80-89,1
36F2,DEU,IIA,3B2,BT2,NONE,O15M,2010,8,4,NONE,BEAM,80-89,1
36F3,DEU,IIA,3B2,BT2,NONE,O15M,2010,353,4,NONE,BEAM,80-89,1
36F4,DEU,IIA,3B2,BT2,NONE,O15M,2010,1808,4,NONE,BEAM,80-89,1
36F5,DEU,IIA,3B2,BT2,NONE,O15M,2010,141,4,NONE,BEAM,80-89,1
36F6,DEU,IIA,3B2,BT2,NONE,O15M,2010,66,4,NONE,BEAM,80-89,1
36F7,DEU,IIA,3B2,BT2,NONE,O15M,2010,13,4,NONE,BEAM,80-89,1
36F8,DEU,IIA,3B2,BT2,NONE,O15M,2010,14,4,NONE,BEAM,80-89,1
37F1,DEU,IIA,3B2,BT2,NONE,O15M,2010,16,4,NONE,BEAM,80-89,1
37F2,DEU,IIA,3B2,BT2,NONE,O15M,2010,504,4,NONE,BEAM,80-89,1
37F3,DEU,IIA,3B2,BT2,NONE,O15M,2010,90,4,NONE,BEAM,80-89,1
37F4,DEU,IIA,3B2,BT2,NONE,O15M,2010,1504,4,NONE,BEAM,80-89,1
37F5,DEU,IIA,3B2,BT2,NONE,O15M,2010,773,4,NONE,BEAM,80-89,1
37F6,DEU,IIA,3B2,BT2,NONE,O15M,2010,88,4,NONE,BEAM,80-89,1
38F4,DEU,IIA,3B2,BT2,NONE,O15M,2010,152,4,NONE,BEAM,80-89,1
36F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,24,4,DNK_NONE,BEAM,>=120,1
37F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,336,4,DNK_NONE,BEAM,>=120,1
38F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,288,4,DNK_NONE,BEAM,>=120,1
38F8,DNK,IIA,3B2,BT1,NONE,O15M,2010,14,4,DNK_NONE,BEAM,>=120,1
39F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,72,4,DNK_NONE,BEAM,>=120,1
39F8,DNK,IIA,3B2,BT1,NONE,O15M,2010,14,4,DNK_NONE,BEAM,>=120,1
39F5,DNK,IIA,3B2,BT1,NONE,O15M,2010,24,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
40F4,DNK,IIA,3B2,BT1,NONE,O15M,2010,72,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
40F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,24,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
41F5,DNK,IIA,3B2,BT1,NONE,O15M,2010,22,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
41F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,108,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
42F5,DNK,IIA,3B2,BT1,NONE,O15M,2010,35,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
42F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,244,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
42F7,DNK,IIA,3B2,BT1,NONE,O15M,2010,188,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
43F4,DNK,IIA,3B2,BT1,NONE,O15M,2010,6,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
43F5,DNK,IIA,3B2,BT1,NONE,O15M,2010,101,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
43F6,DNK,IIA,3B2,BT1,NONE,O15M,2010,168,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
43F7,DNK,IIA,3B2,BT1,NONE,O15M,2010,431,4,DNK_TBB_DEF_>=120_0_0,BEAM,>=120,1
37F7,DNK,IIA,3B2,BEAM,NONE,O15M,2010,60,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
38F3,DNK,IIA,3B2,BEAM,NONE,O15M,2010,20,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
38F7,DNK,IIA,3B2,BEAM,NONE,O15M,2010,363,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
38F8,DNK,IIA,3B2,BEAM,NONE,O15M,2010,280,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
39F1,DNK,IIA,3B2,BEAM,NONE,O15M,2010,33,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
39F2,DNK,IIA,3B2,BEAM,NONE,O15M,2010,16,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
39F6,DNK,IIA,3B2,BEAM,NONE,O15M,2010,48,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
39F7,DNK,IIA,3B2,BEAM,NONE,O15M,2010,4702,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
39F8,DNK,IIA,3B2,BEAM,NONE,O15M,2010,3619,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
40F7,DNK,IIA,3B2,BEAM,NONE,O15M,2010,1018,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
40F8,DNK,IIA,3B2,BEAM,NONE,O15M,2010,862,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
41F8,DNK,IIA,3B2,BEAM,NONE,O15M,2010,233,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
42F7,DNK,IIA,3B2,BEAM,NONE,O15M,2010,84,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
42F8,DNK,IIA,3B2,BEAM,NONE,O15M,2010,315,4,DNK_TBB_CRU_16-31_0_0,BEAM,16-31,1
34F0,ENG,IIA,3B2,BEAM,NONE,O15M,2010,2184,4,NONE,BEAM,16-31,1
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2010,1728,4,NONE,BEAM,16-31,1
33F2,ENG,IIA,3B2,BT2,NONE,O15M,2010,690,4,NONE,BEAM,80-89,1
33F3,ENG,IIA,3B2,BT2,NONE,O15M,2010,174,4,NONE,BEAM,80-89,1
34F3,ENG,IIA,3B2,BT2,NONE,O15M,2010,525,4,NONE,BEAM,80-89,1
34F4,ENG,IIA,3B2,BT2,NONE,O15M,2010,120,4,NONE,BEAM,80-89,1
35F3,ENG,IIA,3B2,BT2,NONE,O15M,2010,219,4,NONE,BEAM,80-89,1
35F4,ENG,IIA,3B2,BT2,NONE,O15M,2010,24,4,NONE,BEAM,80-89,1
36F2,ENG,IIA,3B2,BT2,NONE,O15M,2010,240,4,NONE,BEAM,80-89,1
36F3,ENG,IIA,3B2,BT2,NONE,O15M,2010,48,4,NONE,BEAM,80-89,1
36F4,ENG,IIA,3B2,BT2,NONE,O15M,2010,440,4,NONE,BEAM,80-89,1
36F5,ENG,IIA,3B2,BT2,NONE,O15M,2010,180,4,NONE,BEAM,80-89,1
37F4,ENG,IIA,3B2,BT2,NONE,O15M,2010,186,4,NONE,BEAM,80-89,1
37F5,ENG,IIA,3B2,BT2,NONE,O15M,2010,832,4,NONE,BEAM,80-89,1
37F6,ENG,IIA,3B2,BT2,NONE,O15M,2010,414,4,NONE,BEAM,80-89,1
38F5,ENG,IIA,3B2,BT2,NONE,O15M,2010,101,4,NONE,BEAM,80-89,1
38F6,ENG,IIA,3B2,BT2,NONE,O15M,2010,214,4,NONE,BEAM,80-89,1
39F4,ENG,IIA,3B2,BT2,NONE,O15M,2010,120,4,NONE,BEAM,80-89,1
39F5,ENG,IIA,3B2,BT2,NONE,O15M,2010,144,4,NONE,BEAM,80-89,1
40F6,ENG,IIA,3B2,BT2,NONE,O15M,2010,58,4,NONE,BEAM,80-89,1
33F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,40,4,SHR,BEAM,<16,1
37F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,20,4,SHR,BEAM,<16,1
37F5,NLD,IIA,3B2,BEAM,NONE,O15M,2010,61,4,SHR,BEAM,<16,1
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,22,4,FLAT,BEAM,100-119,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,66,4,FLAT,BEAM,100-119,1
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,2,4,FLAT,BEAM,100-119,1
34F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,12,4,FLAT,BEAM,100-119,1
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,6,4,FLAT,BEAM,100-119,1
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,5,4,FLAT,BEAM,100-119,1
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,20,4,FLAT,BEAM,100-119,1
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,5,4,FLAT,BEAM,100-119,1
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,15,4,FLAT,BEAM,100-119,1
36F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,38,4,FLAT,BEAM,100-119,1
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,23,4,FLAT,BEAM,100-119,1
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,8,4,FLAT,BEAM,100-119,1
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,2,4,FLAT,BEAM,100-119,1
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,2,4,FLAT,BEAM,100-119,1
32F2,NLD,IIA,3B2,BEAM,NONE,O15M,2010,188,4,SHR,BEAM,16-31,1
32F3,NLD,IIA,3B2,BEAM,NONE,O15M,2010,1224,4,SHR,BEAM,16-31,1
33F2,NLD,IIA,3B2,BEAM,NONE,O15M,2010,10,4,SHR,BEAM,16-31,1
33F3,NLD,IIA,3B2,BEAM,NONE,O15M,2010,159,4,SHR,BEAM,16-31,1
33F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,2157,4,SHR,BEAM,16-31,1
34F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,4188,4,SHR,BEAM,16-31,1
34F5,NLD,IIA,3B2,BEAM,NONE,O15M,2010,132,4,SHR,BEAM,16-31,1
35F3,NLD,IIA,3B2,BEAM,NONE,O15M,2010,76,4,SHR,BEAM,16-31,1
35F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,7563,4,SHR,BEAM,16-31,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2010,8258,4,SHR,BEAM,16-31,1
35F6,NLD,IIA,3B2,BEAM,NONE,O15M,2010,395,4,SHR,BEAM,16-31,1
36F4,NLD,IIA,3B2,BEAM,NONE,O15M,2010,134,4,SHR,BEAM,16-31,1
36F5,NLD,IIA,3B2,BEAM,NONE,O15M,2010,1322,4,SHR,BEAM,16-31,1
36F6,NLD,IIA,3B2,BEAM,NONE,O15M,2010,1124,4,SHR,BEAM,16-31,1
36F7,NLD,IIA,3B2,BEAM,NONE,O15M,2010,611,4,SHR,BEAM,16-31,1
36F8,NLD,IIA,3B2,BEAM,NONE,O15M,2010,8,4,SHR,BEAM,16-31,1
37F0,NLD,IIA,3B2,BEAM,NONE,O15M,2010,4,4,SHR,BEAM,16-31,1
37F2,NLD,IIA,3B2,BEAM,NONE,O15M,2010,7,4,SHR,BEAM,16-31,1
37F3,NLD,IIA,3B2,BEAM,NONE,O15M,2010,27,4,SHR,BEAM,16-31,1
37F5,NLD,IIA,3B2,BEAM,NONE,O15M,2010,40,4,SHR,BEAM,16-31,1
37F6,NLD,IIA,3B2,BEAM,NONE,O15M,2010,258,4,SHR,BEAM,16-31,1
37F7,NLD,IIA,3B2,BEAM,NONE,O15M,2010,12262,4,SHR,BEAM,16-31,1
37F8,NLD,IIA,3B2,BEAM,NONE,O15M,2010,2290,4,SHR,BEAM,16-31,1
38F6,NLD,IIA,3B2,BEAM,NONE,O15M,2010,301,4,SHR,BEAM,16-31,1
38F7,NLD,IIA,3B2,BEAM,NONE,O15M,2010,11419,4,SHR,BEAM,16-31,1
38F8,NLD,IIA,3B2,BEAM,NONE,O15M,2010,471,4,SHR,BEAM,16-31,1
39F6,NLD,IIA,3B2,BEAM,NONE,O15M,2010,2,4,SHR,BEAM,16-31,1
39F7,NLD,IIA,3B2,BEAM,NONE,O15M,2010,3122,4,SHR,BEAM,16-31,1
39F8,NLD,IIA,3B2,BEAM,NONE,O15M,2010,148,4,SHR,BEAM,16-31,1
40F7,NLD,IIA,3B2,BEAM,NONE,O15M,2010,149,4,SHR,BEAM,16-31,1
31F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,623,4,FLAT,BEAM,80-89,1
31F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,4832,4,FLAT,BEAM,80-89,1
31F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,155,4,FLAT,BEAM,80-89,1
32F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,312,4,FLAT,BEAM,80-89,1
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,8490,4,FLAT,BEAM,80-89,1
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,4470,4,FLAT,BEAM,80-89,1
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,16,4,FLAT,BEAM,80-89,1
33F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,33,4,FLAT,BEAM,80-89,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,4435,4,FLAT,BEAM,80-89,1
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,9081,4,FLAT,BEAM,80-89,1
33F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,325,4,FLAT,BEAM,80-89,1
34F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,2640,4,FLAT,BEAM,80-89,1
34F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,6184,4,FLAT,BEAM,80-89,1
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,1657,4,FLAT,BEAM,80-89,1
34F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,8,4,FLAT,BEAM,80-89,1
35F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,801,4,FLAT,BEAM,80-89,1
35F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,829,4,FLAT,BEAM,80-89,1
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,1733,4,FLAT,BEAM,80-89,1
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,2253,4,FLAT,BEAM,80-89,1
35F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,81,4,FLAT,BEAM,80-89,1
36F0,NLD,IIA,3B2,BT2,NONE,O15M,2010,293,4,FLAT,BEAM,80-89,1
36F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,1130,4,FLAT,BEAM,80-89,1
36F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,1872,4,FLAT,BEAM,80-89,1
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,1225,4,FLAT,BEAM,80-89,1
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,6604,4,FLAT,BEAM,80-89,1
36F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,4449,4,FLAT,BEAM,80-89,1
36F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,52,4,FLAT,BEAM,80-89,1
37F0,NLD,IIA,3B2,BT2,NONE,O15M,2010,319,4,FLAT,BEAM,80-89,1
37F1,NLD,IIA,3B2,BT2,NONE,O15M,2010,1338,4,FLAT,BEAM,80-89,1
37F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,1124,4,FLAT,BEAM,80-89,1
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2010,242,4,FLAT,BEAM,80-89,1
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,2940,4,FLAT,BEAM,80-89,1
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,7233,4,FLAT,BEAM,80-89,1
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,3650,4,FLAT,BEAM,80-89,1
37F7,NLD,IIA,3B2,BT2,NONE,O15M,2010,24,4,FLAT,BEAM,80-89,1
38F0,NLD,IIA,3B2,BT2,NONE,O15M,2010,10,4,FLAT,BEAM,80-89,1
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2010,40,4,FLAT,BEAM,80-89,1
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2010,348,4,FLAT,BEAM,80-89,1
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,826,4,FLAT,BEAM,80-89,1
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,1520,4,FLAT,BEAM,80-89,1
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,20,4,FLAT,BEAM,80-89,1
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,248,4,FLAT,BEAM,80-89,1
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2010,21,4,FLAT,BEAM,80-89,1
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2010,102,4,FLAT,BEAM,80-89,1
38F3,SCO,IIA,3B2,BT2,NONE,O15M,2010,60,4,NONE,BEAM,100-119,1
39F3,SCO,IIA,3B2,BT2,NONE,O15M,2010,30,4,NONE,BEAM,100-119,1
39F4,SCO,IIA,3B2,BT2,NONE,O15M,2010,120,4,NONE,BEAM,100-119,1
36F4,SCO,IIA,3B2,BT2,NONE,O15M,2010,245,4,NONE,BEAM,80-89,1
36F5,SCO,IIA,3B2,BT2,NONE,O15M,2010,53,4,NONE,BEAM,80-89,1
37F4,SCO,IIA,3B2,BT2,NONE,O15M,2010,58,4,NONE,BEAM,80-89,1
37F5,SCO,IIA,3B2,BT2,NONE,O15M,2010,384,4,NONE,BEAM,80-89,1
37F6,SCO,IIA,3B2,BT2,NONE,O15M,2010,475,4,NONE,BEAM,80-89,1
38F4,SCO,IIA,3B2,BT2,NONE,O15M,2010,72,4,NONE,BEAM,80-89,1
38F6,SCO,IIA,3B2,BT2,NONE,O15M,2010,130,4,NONE,BEAM,80-89,1
39F4,SCO,IIA,3B2,BT2,NONE,O15M,2010,120,4,NONE,BEAM,80-89,1
39F6,SCO,IIA,3B2,BT2,NONE,O15M,2010,163,4,NONE,BEAM,80-89,1
40F6,SCO,IIA,3B2,BT2,NONE,O15M,2010,29,4,NONE,BEAM,80-89,1
31F2,BEL,IIA,3B2,GN1,NONE,O10T15M,2010,30,4,NONE,GILL,110-149,1
31F1,BEL,IIA,3B2,GN1,NONE,O10T15M,2010,33,4,NONE,GILL,NONE,1
31F2,BEL,IIA,3B2,GN1,NONE,O10T15M,2010,185,4,NONE,GILL,NONE,1
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,5,4,DNK_GNS_CRU_>0_0_0,GILL,>=220,1
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,11,4,DNK_GNS_DEF_>=220_0_0,GILL,>=220,1
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,193,4,DNK_GNS_DEF_>=220_0_0,GILL,>=220,1
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,15,4,DNK_GNS_CRU_>0_0_0,GILL,110-149,1
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,46,4,DNK_GNS_DEF_120-219_0_0,GILL,110-149,1
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2010,1255,4,DNK_GNS_DEF_120-219_0_0,GILL,110-149,1
