ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
39F6,DEU,IIA,3B2,BT2,NONE,O15M,2003,54,4,NONE,BEAM,80-89,1
39F7,DEU,IIA,3B2,BT2,NONE,O15M,2003,145,4,NONE,BEAM,80-89,1
37F7,DNK,IIA,3B2,BT1,NONE,O15M,2003,768,4,DNK_BOMTRWL___NS,BEAM,>=120,1
38F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,67,4,DNK_BOMTRWL___NS,BEAM,>=120,1
38F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,108,4,DNK_BOMTRWL___NS,BEAM,>=120,1
39F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,22,4,DNK_BOMTRWL___NS,BEAM,>=120,1
39F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,866,4,DNK_BOMTRWL___NS,BEAM,>=120,1
39F7,DNK,IIA,3B2,BT1,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,>=120,1
40F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,>=120,1
40F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,189,4,DNK_BOMTRWL___NS,BEAM,>=120,1
41F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,72,4,DNK_BOMTRWL___NS,BEAM,>=120,1
41F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,296,4,DNK_BOMTRWL___NS,BEAM,>=120,1
41F7,DNK,IIA,3B2,BT1,NONE,O15M,2003,352,4,DNK_BOMTRWL___NS,BEAM,>=120,1
42F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,11,4,DNK_BOMTRWL___NS,BEAM,>=120,1
42F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,389,4,DNK_BOMTRWL___NS,BEAM,>=120,1
42F7,DNK,IIA,3B2,BT1,NONE,O15M,2003,162,4,DNK_BOMTRWL___NS,BEAM,>=120,1
43F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,78,4,DNK_BOMTRWL___NS,BEAM,>=120,1
43F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,227,4,DNK_BOMTRWL___NS,BEAM,>=120,1
43F7,DNK,IIA,3B2,BT1,NONE,O15M,2003,665,4,DNK_BOMTRWL___NS,BEAM,>=120,1
43F8,DNK,IIA,3B2,BT1,NONE,O15M,2003,400,4,DNK_BOMTRWL___NS,BEAM,>=120,1
44F5,DNK,IIA,3B2,BT1,NONE,O15M,2003,120,4,DNK_BOMTRWL___NS,BEAM,>=120,1
44F6,DNK,IIA,3B2,BT1,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,>=120,1
45F4,DNK,IIA,3B2,BT1,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,>=120,1
37F2,DNK,IIA,3B2,BT2,NONE,O15M,2003,47,4,DNK_BOMTRWL___NS,BEAM,100-119,1
37F7,DNK,IIA,3B2,BT2,NONE,O15M,2003,207,4,DNK_BOMTRWL___NS,BEAM,100-119,1
38F1,DNK,IIA,3B2,BT2,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,100-119,1
38F2,DNK,IIA,3B2,BT2,NONE,O15M,2003,95,4,DNK_BOMTRWL___NS,BEAM,100-119,1
38F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,72,4,DNK_BOMTRWL___NS,BEAM,100-119,1
39F2,DNK,IIA,3B2,BT2,NONE,O15M,2003,71,4,DNK_BOMTRWL___NS,BEAM,100-119,1
39F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,824,4,DNK_BOMTRWL___NS,BEAM,100-119,1
40F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,70,4,DNK_BOMTRWL___NS,BEAM,100-119,1
41F7,DNK,IIA,3B2,BT2,NONE,O15M,2003,42,4,DNK_BOMTRWL___NS,BEAM,100-119,1
42F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,20,4,DNK_BOMTRWL___NS,BEAM,100-119,1
43F7,DNK,IIA,3B2,BT2,NONE,O15M,2003,242,4,DNK_BOMTRWL___NS,BEAM,100-119,1
39F7,DNK,IIA,3B2,BT2,NONE,O15M,2003,51,4,DNK_HESTE_REJ__N,BEAM,100-119,1
38F7,DNK,IIA,3B2,BEAM,NONE,O15M,2003,82,4,DNK_HESTE_REJ__N,BEAM,16-31,1
39F7,DNK,IIA,3B2,BEAM,NONE,O15M,2003,3375,4,DNK_HESTE_REJ__N,BEAM,16-31,1
39F8,DNK,IIA,3B2,BEAM,NONE,O15M,2003,3927,4,DNK_HESTE_REJ__N,BEAM,16-31,1
40F7,DNK,IIA,3B2,BEAM,NONE,O15M,2003,4569,4,DNK_HESTE_REJ__N,BEAM,16-31,1
40F8,DNK,IIA,3B2,BEAM,NONE,O15M,2003,5757,4,DNK_HESTE_REJ__N,BEAM,16-31,1
41F7,DNK,IIA,3B2,BEAM,NONE,O15M,2003,143,4,DNK_HESTE_REJ__N,BEAM,16-31,1
42F8,DNK,IIA,3B2,BEAM,NONE,O15M,2003,19,4,DNK_HESTE_REJ__N,BEAM,16-31,1
37F7,DNK,IIA,3B2,BT2,NONE,O15M,2003,24,4,DNK_REST_NORD__N,BEAM,80-89,1
38F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,24,4,DNK_REST_NORD__N,BEAM,80-89,1
39F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,48,4,DNK_REST_NORD__N,BEAM,80-89,1
39F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,96,4,DNK_BOMTRWL___NS,BEAM,90-99,1
40F6,DNK,IIA,3B2,BT2,NONE,O15M,2003,24,4,DNK_BOMTRWL___NS,BEAM,90-99,1
33F4,ENG,IIA,3B2,BEAM,NONE,O15M,2003,26,4,NONE,BEAM,<16,1
39F4,ENG,IIA,3B2,BEAM,NONE,O15M,2003,29,4,NONE,BEAM,<16,1
40F4,ENG,IIA,3B2,BEAM,NONE,O15M,2003,264,4,NONE,BEAM,<16,1
37F2,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
37F6,ENG,IIA,3B2,BT1,NONE,O15M,2003,48,4,NONE,BEAM,>=120,1
38F6,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
39F0,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
39F3,ENG,IIA,3B2,BT1,NONE,O15M,2003,104,4,NONE,BEAM,>=120,1
39F4,ENG,IIA,3B2,BT1,NONE,O15M,2003,48,4,NONE,BEAM,>=120,1
39F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,60,4,NONE,BEAM,>=120,1
39F6,ENG,IIA,3B2,BT1,NONE,O15M,2003,96,4,NONE,BEAM,>=120,1
39F7,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
40F3,ENG,IIA,3B2,BT1,NONE,O15M,2003,72,4,NONE,BEAM,>=120,1
40F4,ENG,IIA,3B2,BT1,NONE,O15M,2003,128,4,NONE,BEAM,>=120,1
40F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,156,4,NONE,BEAM,>=120,1
41F4,ENG,IIA,3B2,BT1,NONE,O15M,2003,48,4,NONE,BEAM,>=120,1
41F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,236,4,NONE,BEAM,>=120,1
42F4,ENG,IIA,3B2,BT1,NONE,O15M,2003,6,4,NONE,BEAM,>=120,1
42F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
42F6,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
42F7,ENG,IIA,3B2,BT1,NONE,O15M,2003,24,4,NONE,BEAM,>=120,1
43F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,72,4,NONE,BEAM,>=120,1
43F6,ENG,IIA,3B2,BT1,NONE,O15M,2003,6,4,NONE,BEAM,>=120,1
43F7,ENG,IIA,3B2,BT1,NONE,O15M,2003,150,4,NONE,BEAM,>=120,1
44F5,ENG,IIA,3B2,BT1,NONE,O15M,2003,6,4,NONE,BEAM,>=120,1
33F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,100-119,1
34F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,100-119,1
36F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,100-119,1
37F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,100-119,1
37F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,78,4,NONE,BEAM,100-119,1
37F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,84,4,NONE,BEAM,100-119,1
37F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,30,4,NONE,BEAM,100-119,1
37F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,48,4,NONE,BEAM,100-119,1
37F7,ENG,IIA,3B2,BT2,NONE,O15M,2003,564,4,NONE,BEAM,100-119,1
38F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,54,4,NONE,BEAM,100-119,1
38F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,72,4,NONE,BEAM,100-119,1
38F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,240,4,NONE,BEAM,100-119,1
38F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,48,4,NONE,BEAM,100-119,1
38F7,ENG,IIA,3B2,BT2,NONE,O15M,2003,48,4,NONE,BEAM,100-119,1
39F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,198,4,NONE,BEAM,100-119,1
39F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,880,4,NONE,BEAM,100-119,1
39F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,878,4,NONE,BEAM,100-119,1
39F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,188,4,NONE,BEAM,100-119,1
40F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,60,4,NONE,BEAM,100-119,1
40F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,342,4,NONE,BEAM,100-119,1
40F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,144,4,NONE,BEAM,100-119,1
31F0,ENG,IIA,3B2,BEAM,NONE,O15M,2003,24,4,NONE,BEAM,16-31,1
34F0,ENG,IIA,3B2,BEAM,NONE,O15M,2003,1776,4,NONE,BEAM,16-31,1
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2003,2310,4,NONE,BEAM,16-31,1
35F1,ENG,IIA,3B2,BEAM,NONE,O15M,2003,336,4,NONE,BEAM,16-31,1
36F0,ENG,IIA,3B2,BEAM,NONE,O15M,2003,1266,4,NONE,BEAM,16-31,1
39F4,ENG,IIA,3B2,BEAM,NONE,O15M,2003,24,4,NONE,BEAM,70-79,1
40F4,ENG,IIA,3B2,BEAM,NONE,O15M,2003,72,4,NONE,BEAM,70-79,1
40F5,ENG,IIA,3B2,BEAM,NONE,O15M,2003,24,4,NONE,BEAM,70-79,1
31F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,515,4,NONE,BEAM,80-89,1
31F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,224,4,NONE,BEAM,80-89,1
31F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
32F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,389,4,NONE,BEAM,80-89,1
32F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,309,4,NONE,BEAM,80-89,1
32F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
33F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,78,4,NONE,BEAM,80-89,1
33F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,771,4,NONE,BEAM,80-89,1
33F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,288,4,NONE,BEAM,80-89,1
33F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,104,4,NONE,BEAM,80-89,1
34F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,78,4,NONE,BEAM,80-89,1
34F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,129,4,NONE,BEAM,80-89,1
34F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,74,4,NONE,BEAM,80-89,1
34F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,27,4,NONE,BEAM,80-89,1
35F0,ENG,IIA,3B2,BT2,NONE,O15M,2003,29,4,NONE,BEAM,80-89,1
35F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,132,4,NONE,BEAM,80-89,1
35F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,390,4,NONE,BEAM,80-89,1
35F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,51,4,NONE,BEAM,80-89,1
35F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
35F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,48,4,NONE,BEAM,80-89,1
36F0,ENG,IIA,3B2,BT2,NONE,O15M,2003,81,4,NONE,BEAM,80-89,1
36F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,132,4,NONE,BEAM,80-89,1
36F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,168,4,NONE,BEAM,80-89,1
36F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,154,4,NONE,BEAM,80-89,1
36F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,53,4,NONE,BEAM,80-89,1
37F0,ENG,IIA,3B2,BT2,NONE,O15M,2003,547,4,NONE,BEAM,80-89,1
37F1,ENG,IIA,3B2,BT2,NONE,O15M,2003,935,4,NONE,BEAM,80-89,1
37F2,ENG,IIA,3B2,BT2,NONE,O15M,2003,372,4,NONE,BEAM,80-89,1
37F3,ENG,IIA,3B2,BT2,NONE,O15M,2003,12,4,NONE,BEAM,80-89,1
37F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,617,4,NONE,BEAM,80-89,1
37F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,266,4,NONE,BEAM,80-89,1
37F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,172,4,NONE,BEAM,80-89,1
37F7,ENG,IIA,3B2,BT2,NONE,O15M,2003,518,4,NONE,BEAM,80-89,1
38F0,ENG,IIA,3B2,BT2,NONE,O15M,2003,411,4,NONE,BEAM,80-89,1
38F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,354,4,NONE,BEAM,80-89,1
38F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,404,4,NONE,BEAM,80-89,1
38F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,1838,4,NONE,BEAM,80-89,1
38F7,ENG,IIA,3B2,BT2,NONE,O15M,2003,48,4,NONE,BEAM,80-89,1
39F5,ENG,IIA,3B2,BT2,NONE,O15M,2003,60,4,NONE,BEAM,80-89,1
39F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,826,4,NONE,BEAM,80-89,1
39F7,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
40F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
40F6,ENG,IIA,3B2,BT2,NONE,O15M,2003,299,4,NONE,BEAM,80-89,1
41F4,ENG,IIA,3B2,BT2,NONE,O15M,2003,24,4,NONE,BEAM,80-89,1
31F1,FRA,IIA,3B2,BT2,NONE,O15M,2003,8,4,COASTAL,BEAM,80-89,1
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2003,162,4,COASTAL,BEAM,80-89,1
32F2,FRA,IIA,3B2,BT2,NONE,O15M,2003,106,4,COASTAL,BEAM,80-89,1
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2003,271,4,ZZZ,BEAM,80-89,1
39F6,NIR,IIA,3B2,BT1,NONE,O15M,2003,240,4,NONE,BEAM,>=120,1
41E6,NIR,IIA,3B2,BT1,NONE,O15M,2003,240,4,NONE,BEAM,>=120,1
41F6,NIR,IIA,3B2,BT1,NONE,O15M,2003,2064,4,NONE,BEAM,>=120,1
42F5,NIR,IIA,3B2,BT1,NONE,O15M,2003,72,4,NONE,BEAM,>=120,1
42F6,NIR,IIA,3B2,BT1,NONE,O15M,2003,576,4,NONE,BEAM,>=120,1
42F7,NIR,IIA,3B2,BT1,NONE,O15M,2003,480,4,NONE,BEAM,>=120,1
39F6,NIR,IIA,3B2,BT2,NONE,O15M,2003,240,4,NONE,BEAM,80-89,1
40F4,NIR,IIA,3B2,BT2,NONE,O15M,2003,72,4,NONE,BEAM,80-89,1
32F3,NLD,IIA,3B2,BEAM,NONE,O15M,2003,8,4,SHR,BEAM,<16,1
34F2,NLD,IIA,3B2,BEAM,NONE,O15M,2003,6,4,SHR,BEAM,<16,1
34F3,NLD,IIA,3B2,BEAM,NONE,O15M,2003,4,4,SHR,BEAM,<16,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2003,14,4,SHR,BEAM,<16,1
37F5,NLD,IIA,3B2,BEAM,NONE,O15M,2003,40,4,SHR,BEAM,<16,1
37F6,NLD,IIA,3B2,BEAM,NONE,O15M,2003,8,4,SHR,BEAM,<16,1
38F6,NLD,IIA,3B2,BEAM,NONE,O15M,2003,20,4,SHR,BEAM,<16,1
40F6,NLD,IIA,3B2,BEAM,NONE,O15M,2003,2,4,SHR,BEAM,<16,1
34F4,NLD,IIA,3B2,BT1,NONE,O15M,2003,10,4,FLAT,BEAM,>=120,1
35F4,NLD,IIA,3B2,BT1,NONE,O15M,2003,57,4,FLAT,BEAM,>=120,1
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2003,163,4,FLAT,BEAM,100-119,1
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2003,66,4,FLAT,BEAM,100-119,1
35F5,NLD,IIA,3B2,BT2,NONE,O15M,2003,6,4,FLAT,BEAM,100-119,1
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2003,1,4,FLAT,BEAM,100-119,1
34F0,ENG,IIA,3B2,BEAM,NONE,U10M,2003,2160,4,NONE,BEAM,16-31,1
33F3,NLD,IIA,3B2,BT1,NONE,U10M,2003,12,4,FLAT,BEAM,>=120,1
33F3,NLD,IIA,3B2,BT2,NONE,U10M,2003,21,4,FLAT,BEAM,80-89,1
44E6,SCO,IIA,3B2,TR1,NONE,O10T15M,2003,192,4,NONE,DEM_SEINE,>=120,1
44E7,SCO,IIA,3B2,TR1,NONE,O10T15M,2003,336,4,NONE,DEM_SEINE,>=120,1
42F5,DEU,IIA,3B2,TR1,NONE,O15M,2003,3,4,NONE,DEM_SEINE,>=120,1
42F6,DEU,IIA,3B2,TR1,NONE,O15M,2003,12,4,NONE,DEM_SEINE,>=120,1
42F7,DEU,IIA,3B2,TR1,NONE,O15M,2003,2,4,NONE,DEM_SEINE,>=120,1
43F6,DEU,IIA,3B2,TR1,NONE,O15M,2003,3,4,NONE,DEM_SEINE,>=120,1
